Målt;Globalstråling;Relativ fugtighed;Temperatur;Vindretning;Vindhastighed
02-06-2022 05:30;0;88;5,8;222;5,8
02-06-2022 05:00;0;90;5,8;219;5,7
02-06-2022 04:30;0;89;6,00;218;5,4
02-06-2022 04:00;0;90;5,8;217;5,8
02-06-2022 03:30;0;91;5,6;216;5,9
02-06-2022 03:00;0;91;5,3;202;5,1
02-06-2022 02:30;0;91;5,2;210;5,8
02-06-2022 02:00;0;91;5,1;208;6,2
02-06-2022 01:30;0;90;5,00;207;6,5
02-06-2022 01:00;0;90;4,7;204;6,6
02-06-2022 00:30;0;89;4,3;202;6,7
02-06-2022 00:00;0;88;4,1;200;7,7
02-05-2022 23:30;0;87;4,00;198;7,6
02-05-2022 23:00;0;87;3,9;198;8,1
02-05-2022 22:30;0;87;4,00;197;6,7
02-05-2022 22:00;0;87;4,1;198;7,6
02-05-2022 21:30;0;84;4,2;203;8,1
02-05-2022 21:00;0;82;4,5;205;7,00
02-05-2022 20:30;0;80;4,7;208;7,1
02-05-2022 20:00;0;81;4,5;210;6,4
02-05-2022 19:30;0;81;4,4;200;5,4
02-05-2022 19:00;0;80;4,3;202;5,5
02-05-2022 18:30;0;79;4,2;210;5,7
02-05-2022 18:00;0;75;4,3;210;5,6
02-05-2022 17:30;0;74;4,5;223;5,8
02-05-2022 17:00;0;72;4,7;221;6,1
02-05-2022 16:30;6;69;5,1;227;5,9
02-05-2022 16:00;29;70;5,1;230;6,2
02-05-2022 15:30;49;70;4,9;229;6,4
02-05-2022 15:00;57;68;5,1;231;6,4
02-05-2022 14:30;101;67;5,1;237;6,7
02-05-2022 14:00;156;64;5,2;245;7,4
02-05-2022 13:30;156;66;5,3;248;8,1
02-05-2022 13:00;127;67;5,4;249;8,5
02-05-2022 12:30;214;68;5,5;249;8,3
02-05-2022 12:00;221;70;5,2;246;8,2
02-05-2022 11:30;236;73;4,8;250;8,5
02-05-2022 11:00;230;75;4,5;251;8,3
02-05-2022 10:30;233;76;4,1;249;8,1
02-05-2022 10:00;205;78;3,7;250;7,9
02-05-2022 09:30;147;79;3,3;252;7,5
02-05-2022 09:00;70;80;2,9;251;7,2
02-05-2022 08:30;66;80;2,5;245;7,1
02-05-2022 08:00;18;80;2,4;244;7,1
02-05-2022 07:30;2;81;2,2;240;6,2
02-05-2022 07:00;0;84;2,00;233;5,3
02-05-2022 06:30;0;84;2,1;229;4,9
02-05-2022 06:00;0;85;2,1;243;5,8
02-05-2022 05:30;0;85;2,1;243;5,9
02-05-2022 05:00;0;84;2,2;239;5,3
02-05-2022 04:30;0;84;2,4;243;5,8
02-05-2022 04:00;0;84;2,4;243;5,8
02-05-2022 03:30;0;84;2,4;243;5,4
02-05-2022 03:00;0;85;2,4;241;5,4
02-05-2022 02:30;0;85;2,4;243;5,6
02-05-2022 02:00;0;85;2,5;241;5,8
02-05-2022 01:30;0;87;2,4;245;5,5
02-05-2022 01:00;0;86;2,4;246;5,5
02-05-2022 00:30;0;87;2,5;250;5,2
02-05-2022 00:00;0;88;2,6;257;5,3
02-04-2022 23:30;0;89;2,6;254;4,9
02-04-2022 23:00;0;90;2,3;249;5,1
02-04-2022 22:30;0;91;2,00;248;5,7
02-04-2022 22:00;0;91;1,9;249;5,00
02-04-2022 21:30;0;91;1,7;273;3,4
02-04-2022 21:00;0;92;1,3;289;4,2
02-04-2022 20:30;0;92;1,2;290;4,7
02-04-2022 20:00;0;91;1,3;288;4,9
02-04-2022 19:30;0;90;1,8;300;4,8
02-04-2022 19:00;0;89;2,7;300;5,2
02-04-2022 18:30;0;89;3,8;296;4,4
02-04-2022 18:00;0;91;5,1;277;4,9
02-04-2022 17:30;0;92;6,2;197;5,7
02-04-2022 17:00;0;92;6,2;190;6,3
02-04-2022 16:30;0;92;6,2;190;5,7
02-04-2022 16:00;2;93;6,1;189;6,4
02-04-2022 15:30;7;93;6,1;189;6,4
02-04-2022 15:00;12;92;6,2;186;7,00
02-04-2022 14:30;14;92;6,3;188;6,8
02-04-2022 14:00;19;91;6,3;194;6,3
02-04-2022 13:30;19;91;6,3;190;6,3
02-04-2022 13:00;17;90;6,3;189;6,3
02-04-2022 12:30;28;90;6,3;191;6,2
02-04-2022 12:00;34;90;6,2;191;6,1
02-04-2022 11:30;31;90;6,2;197;5,6
02-04-2022 11:00;30;89;6,2;191;6,5
02-04-2022 10:30;26;90;6,1;193;6,2
02-04-2022 10:00;27;90;6,00;191;6,1
02-04-2022 09:30;29;89;6,00;191;6,2
02-04-2022 09:00;18;88;6,1;191;5,7
02-04-2022 08:30;11;90;5,9;185;5,3
02-04-2022 08:00;4;91;5,7;186;5,3
02-04-2022 07:30;1;93;5,7;185;4,9
02-04-2022 07:00;0;93;5,7;187;4,8
02-04-2022 06:30;0;94;5,6;187;4,7
02-04-2022 06:00;0;94;5,5;189;4,3
02-04-2022 05:30;0;94;5,5;188;4,3
02-04-2022 05:00;0;94;5,5;188;4,00
02-04-2022 04:30;0;93;5,6;181;3,8
02-04-2022 04:00;0;92;5,7;190;3,00
02-04-2022 03:30;0;91;5,8;203;2,9
02-04-2022 03:00;0;91;5,7;213;3,6
02-04-2022 02:30;0;91;5,8;199;3,1
02-04-2022 02:00;0;90;5,8;212;3,7
02-04-2022 01:30;0;91;5,8;215;4,1
02-04-2022 01:00;0;92;5,8;210;3,5
02-04-2022 00:30;0;93;5,8;213;4,2
02-04-2022 00:00;0;94;5,8;217;4,4
02-03-2022 23:30;0;94;6,00;207;2,8
02-03-2022 23:00;0;94;6,00;210;2,9
02-03-2022 22:30;0;94;6,1;194;2,9
02-03-2022 22:00;0;95;6,1;210;3,2
02-03-2022 21:30;0;96;6,1;221;4,2
02-03-2022 21:00;0;96;6,1;224;4,4
02-03-2022 20:30;0;96;6,1;224;4,5
02-03-2022 20:00;0;96;6,2;221;4,00
02-03-2022 19:30;0;96;6,2;221;4,3
02-03-2022 19:00;0;96;6,3;219;4,2
02-03-2022 18:30;0;95;6,4;215;3,7
02-03-2022 18:00;0;95;6,5;216;3,8
02-03-2022 17:30;0;95;6,5;222;4,00
02-03-2022 17:00;0;94;6,5;219;4,5
02-03-2022 16:30;1;94;6,4;220;4,2
02-03-2022 16:00;5;94;6,2;217;4,4
02-03-2022 15:30;13;94;5,9;206;3,4
02-03-2022 15:00;41;94;5,4;203;3,6
02-03-2022 14:30;26;94;5,1;198;4,2
02-03-2022 14:00;29;94;4,7;196;4,2
02-03-2022 13:30;33;94;4,3;182;5,00
02-03-2022 13:00;53;94;4,2;179;5,2
02-03-2022 12:30;38;94;4,1;177;5,7
02-03-2022 12:00;37;94;4,1;173;5,5
02-03-2022 11:30;42;95;4,1;173;3,9
02-03-2022 11:00;47;95;4,00;177;4,4
02-03-2022 10:30;41;95;4,2;176;4,3
02-03-2022 10:00;41;95;4,2;180;3,7
02-03-2022 09:30;30;95;4,00;187;3,3
02-03-2022 09:00;24;94;4,00;189;3,2
02-03-2022 08:30;12;94;4,00;188;3,8
02-03-2022 08:00;4;93;4,00;186;3,4
02-03-2022 07:30;0;92;3,9;182;2,8
02-03-2022 07:00;0;92;3,8;195;2,2
02-03-2022 06:30;0;91;4,1;211;1,8
02-03-2022 06:00;0;90;4,2;236;2,2
02-03-2022 05:30;0;91;4,00;246;2,9
02-03-2022 05:00;0;91;3,8;251;3,3
02-03-2022 04:30;0;91;3,7;250;3,5
02-03-2022 04:00;0;91;3,8;252;4,00
02-03-2022 03:30;0;90;3,8;252;3,9
02-03-2022 03:00;0;90;3,6;240;3,1
02-03-2022 02:30;0;89;3,3;235;3,2
02-03-2022 02:00;0;89;3,2;235;4,00
02-03-2022 01:30;0;89;2,6;222;4,1
02-03-2022 01:00;0;89;2,3;210;4,1
02-03-2022 00:30;0;89;1,8;193;3,1
02-03-2022 00:00;0;84;1,7;203;2,6
02-02-2022 23:30;0;78;1,9;216;4,00
02-02-2022 23:00;0;76;1,8;214;2,7
02-02-2022 22:30;0;75;1,5;218;2,7
02-02-2022 22:00;0;74;1,5;220;3,2
02-02-2022 21:30;0;74;1,6;233;3,00
02-02-2022 21:00;0;74;1,9;235;3,00
02-02-2022 20:30;0;75;2,2;243;2,9
02-02-2022 20:00;0;75;2,6;248;2,7
02-02-2022 19:30;0;79;2,2;228;2,5
02-02-2022 19:00;0;80;2,2;222;2,2
02-02-2022 18:30;0;81;2,00;258;2,9
02-02-2022 18:00;0;74;2,7;245;2,8
02-02-2022 17:30;0;73;2,9;254;2,7
02-02-2022 17:00;0;71;2,9;276;1,5
02-02-2022 16:30;2;72;2,4;290;2,4
02-02-2022 16:00;14;70;2,5;299;2,1
02-02-2022 15:30;44;69;2,3;300;4,1
02-02-2022 15:00;83;68;2,3;305;4,2
02-02-2022 14:30;78;66;2,1;311;5,2
02-02-2022 14:00;100;67;2,2;311;5,4
02-02-2022 13:30;94;72;2,00;322;5,7
02-02-2022 13:00;148;70;2,1;314;5,4
02-02-2022 12:30;239;76;1,9;311;5,2
02-02-2022 12:00;197;76;1,8;315;4,4
02-02-2022 11:30;165;78;1,3;320;4,6
02-02-2022 11:00;134;81;1,00;330;4,6
02-02-2022 10:30;130;82;1,00;321;4,6
02-02-2022 10:00;74;83;0,9;318;4,7
02-02-2022 09:30;37;80;1,4;321;5,00
02-02-2022 09:00;33;81;1,9;326;5,00
02-02-2022 08:30;13;84;2,3;334;4,4
02-02-2022 08:00;4;85;2,8;340;3,6
02-02-2022 07:30;0;85;2,9;324;2,4
02-02-2022 07:00;0;86;2,9;357;2,7
02-02-2022 06:30;0;88;2,9;6;4,1
02-02-2022 06:00;0;86;3,9;335;4,2
02-02-2022 05:30;0;84;4,00;303;5,8
02-02-2022 05:00;0;81;4,4;294;6,3
02-02-2022 04:30;0;80;4,7;288;6,9
02-02-2022 04:00;0;82;4,6;283;5,8
02-02-2022 03:30;0;82;4,7;279;5,1
02-02-2022 03:00;0;86;4,3;274;4,2
02-02-2022 02:30;0;91;3,7;272;3,2
02-02-2022 02:00;0;90;3,4;287;3,8
02-02-2022 01:30;0;90;3,2;289;3,7
02-02-2022 01:00;0;89;3,2;287;3,9
02-02-2022 00:30;0;88;3,3;295;3,5
02-02-2022 00:00;0;85;3,5;299;4,3
02-01-2022 23:30;0;84;3,6;309;5,3
02-01-2022 23:00;0;83;3,7;309;5,2
02-01-2022 22:30;0;82;3,8;304;6,3
02-01-2022 22:00;0;81;3,8;299;7,1
02-01-2022 21:30;0;79;4,00;300;8,3
02-01-2022 21:00;0;77;4,3;297;8,9
02-01-2022 20:30;0;77;4,7;298;9,8
02-01-2022 20:00;0;81;5,2;297;9,2
02-01-2022 19:30;0;79;5,9;287;9,2
02-01-2022 19:00;0;79;6,00;285;7,8
02-01-2022 18:30;0;83;5,8;277;7,5
02-01-2022 18:00;0;82;6,00;279;7,2
02-01-2022 17:30;0;82;6,1;278;7,9
02-01-2022 17:00;0;86;5,9;270;7,1
02-01-2022 16:30;11;90;5,6;253;6,8
02-01-2022 16:00;6;92;5,1;251;4,6
02-01-2022 15:30;31;93;4,2;247;4,1
02-01-2022 15:00;22;93;2,9;222;3,9
02-01-2022 14:30;27;93;2,1;204;4,8
02-01-2022 14:00;24;92;1,6;186;5,9
02-01-2022 13:30;26;92;1,5;179;6,3
02-01-2022 13:00;42;91;1,4;182;5,9
02-01-2022 12:30;33;90;1,9;184;5,8
02-01-2022 12:00;30;90;1,9;191;5,3
02-01-2022 11:30;34;89;1,7;188;4,2
02-01-2022 11:00;29;87;1,9;195;3,5
02-01-2022 10:30;49;84;1,9;209;3,7
02-01-2022 10:00;71;82;1,9;221;4,00
02-01-2022 09:30;83;81;1,9;236;3,8
02-01-2022 09:00;32;81;1,3;234;4,00
02-01-2022 08:30;45;82;0,9;214;3,1
02-01-2022 08:00;11;83;0,6;221;3,7
02-01-2022 07:30;0;84;0,5;220;3,5
02-01-2022 07:00;0;83;0,7;221;3,7
02-01-2022 06:30;0;82;0,9;232;3,7
02-01-2022 06:00;0;82;1,1;245;4,00
02-01-2022 05:30;0;83;1,1;257;4,3
02-01-2022 05:00;0;87;1,00;258;4,2
02-01-2022 04:30;0;89;0,8;249;4,5
02-01-2022 04:00;0;90;0,6;244;3,8
02-01-2022 03:30;0;91;0,3;234;3,3
02-01-2022 03:00;0;89;-0,2;203;2,7
02-01-2022 02:30;0;82;0,1;202;2,5
02-01-2022 02:00;0;77;0,4;203;1,9
02-01-2022 01:30;0;75;0,4;225;2,2
02-01-2022 01:00;0;75;-0,1;237;2,4
02-01-2022 00:30;0;74;0,1;238;2,4
02-01-2022 00:00;0;75;0,00;241;2,5
31-01-2022 23:30:00;0;72;0,2;242;2,3
31-01-2022 23:00:00;0;70;0,1;232;2,00
31-01-2022 22:30:00;0;67;0,5;240;2,1
31-01-2022 22:00:00;0;66;0,5;249;2,2
31-01-2022 21:30:00;0;64;0,7;252;2,1
31-01-2022 21:00:00;0;63;0,8;272;2,00
31-01-2022 20:30:00;0;63;0,6;293;1,9
31-01-2022 20:00:00;0;60;0,8;311;2,1
31-01-2022 19:30:00;0;57;1,00;312;1,8
31-01-2022 19:00:00;0;55;1,2;318;2,1
31-01-2022 18:30:00;0;53;1,2;322;2,5
31-01-2022 18:00:00;0;54;1,4;329;2,6
31-01-2022 17:30:00;0;58;1,4;322;2,6
31-01-2022 17:00:00;0;59;2,2;318;2,1
31-01-2022 16:30:00;3;58;2,3;316;1,7
31-01-2022 16:00:00;17;56;2,2;321;1,9
31-01-2022 15:30:00;36;53;2,6;340;1,5
31-01-2022 15:00:00;37;52;2,7;12;1,6
31-01-2022 14:30:00;51;52;3,00;18;2,00
31-01-2022 14:00:00;68;57;2,7;19;2,00
31-01-2022 13:30:00;55;60;2,4;25;2,2
31-01-2022 13:00:00;74;61;2,8;30;2,2
31-01-2022 12:30:00;107;58;3,7;45;1,4
31-01-2022 12:00:00;170;59;4,6;69;1,2
31-01-2022 11:30:00;119;65;3,2;95;1,1
31-01-2022 11:00:00;82;66;3,6;79;1,5
31-01-2022 10:30:00;67;70;3,8;75;1,7
31-01-2022 10:00:00;59;77;3,2;80;2,3
31-01-2022 09:30:00;50;80;2,8;84;2,3
31-01-2022 09:00:00;33;81;2,7;90;2,3
31-01-2022 08:30:00;13;78;3,00;89;2,3
31-01-2022 08:00:00;3;78;3,1;91;1,9
31-01-2022 07:30:00;0;77;3,00;80;2,6
31-01-2022 07:00:00;0;76;3,00;61;2,00
31-01-2022 06:30:00;0;71;3,4;65;1,9
31-01-2022 06:00:00;0;72;3,4;82;1,00
31-01-2022 05:30:00;0;79;1,7;256;0,7
31-01-2022 05:00:00;0;79;1,5;200;0,9
31-01-2022 04:30:00;0;78;1,9;226;1,7
31-01-2022 04:00:00;0;79;1,8;270;1,4
31-01-2022 03:30:00;0;79;1,8;274;1,7
31-01-2022 03:00:00;0;79;1,8;255;2,1
31-01-2022 02:30:00;0;80;1,7;252;2,2
31-01-2022 02:00:00;0;80;1,7;258;2,2
31-01-2022 01:30:00;0;79;1,9;251;1,9
31-01-2022 01:00:00;0;78;1,9;253;2,7
31-01-2022 00:30:00;0;76;2,00;255;2,5
31-01-2022 00:00:00;0;74;2,1;252;2,8
30-01-2022 23:30:00;0;73;2,5;258;2,2
30-01-2022 23:00:00;0;74;2,3;273;2,9
30-01-2022 22:30:00;0;73;2,4;277;3,5
30-01-2022 22:00:00;0;70;2,8;275;3,2
30-01-2022 21:30:00;0;68;3,00;281;3,2
30-01-2022 21:00:00;0;67;3,1;289;4,9
30-01-2022 20:30:00;0;66;3,3;291;5,00
30-01-2022 20:00:00;0;66;3,4;296;4,9
30-01-2022 19:30:00;0;65;3,6;298;4,4
30-01-2022 19:00:00;0;65;3,8;302;5,1
30-01-2022 18:30:00;0;64;3,9;303;5,9
30-01-2022 18:00:00;0;64;4,00;302;6,1
30-01-2022 17:30:00;0;59;4,3;298;5,9
30-01-2022 17:00:00;0;59;4,5;302;6,5
30-01-2022 16:30:00;2;57;4,8;301;6,8
30-01-2022 16:00:00;28;55;5,2;302;8,2
30-01-2022 15:30:00;71;54;5,5;301;8,4
30-01-2022 15:00:00;114;53;5,8;304;9,1
30-01-2022 14:30:00;162;52;6,1;307;10,4
30-01-2022 14:00:00;205;51;6,3;304;9,5
30-01-2022 13:30:00;239;51;6,6;306;10,00
30-01-2022 13:00:00;263;52;6,7;304;10,6
30-01-2022 12:30:00;278;52;6,8;304;9,6
30-01-2022 12:00:00;281;51;6,8;309;11,4
30-01-2022 11:30:00;271;52;6,8;307;11,1
30-01-2022 11:00:00;249;53;6,8;307;11,2
30-01-2022 10:30:00;225;53;6,7;303;12,1
30-01-2022 10:00:00;187;54;6,6;302;12,1
30-01-2022 09:30:00;137;54;6,5;302;11,1
30-01-2022 09:00:00;64;53;6,5;300;12,00
30-01-2022 08:30:00;38;55;6,3;297;12,3
30-01-2022 08:00:00;5;55;6,2;299;12,00
30-01-2022 07:30:00;0;56;6,2;299;11,00
30-01-2022 07:00:00;0;56;6,3;297;12,4
30-01-2022 06:30:00;0;56;6,3;300;13,4
30-01-2022 06:00:00;0;57;6,3;295;13,6
30-01-2022 05:30:00;0;57;6,3;296;12,8
30-01-2022 05:00:00;0;58;6,3;296;13,4
30-01-2022 04:30:00;0;59;6,3;292;14,4
30-01-2022 04:00:00;0;62;6,1;289;13,2
30-01-2022 03:30:00;0;64;5,9;288;12,2
30-01-2022 03:00:00;0;63;5,8;287;12,9
30-01-2022 02:30:00;0;60;5,4;279;11,2
30-01-2022 02:00:00;0;54;5,3;282;11,9
30-01-2022 01:30:00;0;55;5,6;280;13,5
30-01-2022 01:00:00;0;60;5,6;277;12,7
30-01-2022 00:30:00;0;65;5,3;268;12,3
30-01-2022 00:00:00;0;67;5,3;265;12,6
29-01-2022 23:30:00;0;60;5,9;273;12,6
29-01-2022 23:00:00;0;61;6,00;268;12,00
29-01-2022 22:30:00;0;63;6,1;273;11,9
29-01-2022 22:00:00;0;64;6,2;269;12,5
29-01-2022 21:30:00;0;64;6,2;271;12,00
29-01-2022 21:00:00;0;63;6,4;266;12,4
29-01-2022 20:30:00;0;61;6,5;269;12,3
29-01-2022 20:00:00;0;62;6,6;269;12,6
29-01-2022 19:30:00;0;62;7,00;267;13,3
29-01-2022 19:00:00;0;72;7,4;270;13,00
29-01-2022 18:30:00;0;74;8,2;255;13,00
29-01-2022 18:00:00;0;73;8,6;248;14,2
29-01-2022 17:30:00;0;73;8,8;248;13,9
29-01-2022 17:00:00;0;77;8,6;246;12,2
29-01-2022 16:30:00;0;81;8,6;244;11,9
29-01-2022 16:00:00;6;80;8,8;241;11,2
29-01-2022 15:30:00;13;86;8,4;241;10,2
29-01-2022 15:00:00;8;87;8,2;231;8,5
29-01-2022 14:30:00;10;85;8,5;232;8,4
29-01-2022 14:00:00;21;87;8,4;230;8,8
29-01-2022 13:30:00;28;90;8,2;233;8,7
29-01-2022 13:00:00;31;91;8,00;231;7,7
29-01-2022 12:30:00;39;91;8,00;234;8,1
29-01-2022 12:00:00;45;91;8,00;237;8,6
29-01-2022 11:30:00;45;91;7,9;241;8,5
29-01-2022 11:00:00;38;93;7,6;237;8,5
29-01-2022 10:30:00;26;94;7,5;238;7,3
29-01-2022 10:00:00;17;94;7,3;241;7,6
29-01-2022 09:30:00;15;94;7,1;242;7,1
29-01-2022 09:00:00;16;93;6,8;238;6,3
29-01-2022 08:30:00;6;94;6,4;226;5,1
29-01-2022 08:00:00;1;94;5,7;213;5,1
29-01-2022 07:30:00;0;94;5,2;206;4,2
29-01-2022 07:00:00;0;94;4,9;202;4,7
29-01-2022 06:30:00;0;93;4,6;198;5,9
29-01-2022 06:00:00;0;92;4,6;199;5,7
29-01-2022 05:30:00;0;92;4,3;203;5,9
29-01-2022 05:00:00;0;92;4,1;200;6,3
29-01-2022 04:30:00;0;91;4,00;195;6,1
29-01-2022 04:00:00;0;90;3,8;193;5,9
29-01-2022 03:30:00;0;90;3,7;190;5,8
29-01-2022 03:00:00;0;89;3,6;195;5,4
29-01-2022 02:30:00;0;88;3,6;199;5,2
29-01-2022 02:00:00;0;85;3,7;199;4,7
29-01-2022 01:30:00;0;80;3,7;193;4,8
29-01-2022 01:00:00;0;79;3,5;196;4,5
29-01-2022 00:30:00;0;78;3,4;199;4,2
29-01-2022 00:00:00;0;78;3,2;213;4,4
28-01-2022 23:30:00;0;76;3,1;216;4,8
28-01-2022 23:00:00;0;74;3,1;220;4,5
28-01-2022 22:30:00;0;73;3,1;219;4,5
28-01-2022 22:00:00;0;72;3,1;222;4,4
28-01-2022 21:30:00;0;72;3,1;226;4,00
28-01-2022 21:00:00;0;71;3,2;226;3,7
28-01-2022 20:30:00;0;71;3,2;228;3,4
28-01-2022 20:00:00;0;71;3,2;240;4,00
28-01-2022 19:30:00;0;71;3,2;246;5,1
28-01-2022 19:00:00;0;70;3,3;247;5,1
28-01-2022 18:30:00;0;70;3,2;244;4,4
28-01-2022 18:00:00;0;70;3,3;254;4,1
28-01-2022 17:30:00;0;66;3,6;250;3,7
28-01-2022 17:00:00;0;55;3,9;257;3,7
28-01-2022 16:30:00;0;40;4,6;264;3,2
28-01-2022 16:00:00;10;34;5,00;283;3,00
28-01-2022 15:30:00;57;32;5,3;303;3,6
28-01-2022 15:00:00;113;32;5,5;316;4,6
28-01-2022 14:30:00;161;32;5,7;327;4,3
28-01-2022 14:00:00;203;34;5,6;322;5,7
28-01-2022 13:30:00;237;36;5,6;317;5,8
28-01-2022 13:00:00;260;35;5,7;324;5,8
28-01-2022 12:30:00;273;35;5,6;334;5,8
28-01-2022 12:00:00;278;38;5,3;331;6,3
28-01-2022 11:30:00;269;40;5,2;330;7,2
28-01-2022 11:00:00;250;44;5,1;328;7,5
28-01-2022 10:30:00;218;49;5,2;326;7,6
28-01-2022 10:00:00;178;48;5,2;326;7,2
28-01-2022 09:30:00;132;53;5,1;327;6,7
28-01-2022 09:00:00;70;55;4,8;319;5,5
28-01-2022 08:30:00;40;56;4,9;324;5,5
28-01-2022 08:00:00;7;58;4,8;322;5,5
28-01-2022 07:30:00;0;61;4,8;324;5,3
28-01-2022 07:00:00;0;63;5,00;319;5,5
28-01-2022 06:30:00;0;66;4,9;318;5,2
28-01-2022 06:00:00;0;69;4,9;309;5,5
28-01-2022 05:30:00;0;68;5,1;307;6,2
28-01-2022 05:00:00;0;66;5,2;306;7,00
28-01-2022 04:30:00;0;68;5,3;307;7,1
28-01-2022 04:00:00;0;69;5,1;306;7,6
28-01-2022 03:30:00;0;68;5,3;305;6,2
28-01-2022 03:00:00;0;66;5,4;306;7,00
28-01-2022 02:30:00;0;67;5,2;305;6,8
28-01-2022 02:00:00;0;66;5,4;307;7,9
28-01-2022 01:30:00;0;66;5,3;301;8,1
28-01-2022 01:00:00;0;65;5,4;300;8,2
28-01-2022 00:30:00;0;65;5,5;300;8,8
28-01-2022 00:00:00;0;66;5,6;301;8,4
27-01-2022 23:30:00;0;68;5,5;298;8,7
27-01-2022 23:00:00;0;70;5,5;293;9,7
27-01-2022 22:30:00;0;71;5,5;290;9,8
27-01-2022 22:00:00;0;74;5,3;291;10,2
27-01-2022 21:30:00;0;80;4,9;285;10,6
27-01-2022 21:00:00;0;83;4,6;285;9,8
27-01-2022 20:30:00;0;84;4,4;286;10,7
27-01-2022 20:00:00;0;83;4,6;283;10,4
27-01-2022 19:30:00;0;82;4,5;274;9,5
27-01-2022 19:00:00;0;79;4,9;269;9,00
27-01-2022 18:30:00;0;70;5,6;259;10,2
27-01-2022 18:00:00;0;70;5,6;258;10,9
27-01-2022 17:30:00;0;69;5,7;253;11,00
27-01-2022 17:00:00;0;69;5,7;256;11,4
27-01-2022 16:30:00;1;67;5,9;255;11,9
27-01-2022 16:00:00;10;68;6,1;259;10,1
27-01-2022 15:30:00;41;66;6,4;257;10,6
27-01-2022 15:00:00;75;66;6,5;256;11,5
27-01-2022 14:30:00;74;69;6,4;261;10,1
27-01-2022 14:00:00;154;71;6,3;253;11,3
27-01-2022 13:30:00;111;72;6,3;256;10,6
27-01-2022 13:00:00;68;70;6,8;258;10,1
27-01-2022 12:30:00;123;68;7,4;254;9,7
27-01-2022 12:00:00;159;67;7,6;255;11,3
27-01-2022 11:30:00;123;70;7,5;258;10,6
27-01-2022 11:00:00;149;71;7,6;254;10,2
27-01-2022 10:30:00;85;77;7,6;253;10,4
27-01-2022 10:00:00;36;81;7,7;244;9,6
27-01-2022 09:30:00;50;86;7,4;241;8,2
27-01-2022 09:00:00;12;90;7,1;239;8,2
27-01-2022 08:30:00;4;91;6,8;234;6,5
27-01-2022 08:00:00;0;91;6,7;232;7,1
27-01-2022 07:30:00;0;91;6,5;235;6,4
27-01-2022 07:00:00;0;92;6,3;231;6,8
27-01-2022 06:30:00;0;92;6,2;233;6,9
27-01-2022 06:00:00;0;91;6,1;236;6,5
27-01-2022 05:30:00;0;90;6,1;237;7,4
27-01-2022 05:00:00;0;89;6,2;235;7,2
27-01-2022 04:30:00;0;88;6,1;237;7,7
27-01-2022 04:00:00;0;88;6,1;233;7,6
27-01-2022 03:30:00;0;88;6,00;230;6,7
27-01-2022 03:00:00;0;87;6,00;230;6,7
27-01-2022 02:30:00;0;85;6,1;231;6,7
27-01-2022 02:00:00;0;81;6,3;234;7,2
27-01-2022 01:30:00;0;79;6,2;231;6,3
27-01-2022 01:00:00;0;78;6,2;226;5,3
27-01-2022 00:30:00;0;79;6,2;236;5,2
27-01-2022 00:00:00;0;79;6,2;239;6,6
26-01-2022 23:30:00;0;80;6,2;234;6,7
26-01-2022 23:00:00;0;82;6,00;228;5,4
26-01-2022 22:30:00;0;83;5,9;236;5,5
26-01-2022 22:00:00;0;82;6,00;233;5,8
26-01-2022 21:30:00;0;81;6,00;241;5,9
26-01-2022 21:00:00;0;82;5,9;241;5,8
26-01-2022 20:30:00;0;83;5,9;240;5,8
26-01-2022 20:00:00;0;84;6,1;238;5,4
26-01-2022 19:30:00;0;85;6,1;241;5,4
26-01-2022 19:00:00;0;86;6,00;248;6,6
26-01-2022 18:30:00;0;85;6,00;248;7,4
26-01-2022 18:00:00;0;82;6,1;256;6,7
26-01-2022 17:30:00;0;83;6,1;256;6,5
26-01-2022 17:00:00;0;83;6,00;254;6,8
26-01-2022 16:30:00;0;83;6,1;255;7,6
26-01-2022 16:00:00;9;84;6,1;255;7,3
26-01-2022 15:30:00;23;83;6,2;254;8,6
26-01-2022 15:00:00;16;82;6,3;249;9,1
26-01-2022 14:30:00;30;83;6,2;246;7,8
26-01-2022 14:00:00;67;84;6,1;249;9,1
26-01-2022 13:30:00;101;85;5,8;247;8,00
26-01-2022 13:00:00;40;87;5,4;245;7,8
26-01-2022 12:30:00;31;87;5,2;246;7,2
26-01-2022 12:00:00;36;87;5,00;242;6,6
26-01-2022 11:30:00;47;87;4,8;247;7,4
26-01-2022 11:00:00;36;87;4,6;244;7,3
26-01-2022 10:30:00;42;85;4,4;246;7,3
26-01-2022 10:00:00;48;85;4,4;247;7,8
26-01-2022 09:30:00;36;83;4,3;245;7,4
26-01-2022 09:00:00;10;85;4,1;251;7,00
26-01-2022 08:30:00;3;86;4,1;251;7,2
26-01-2022 08:00:00;0;88;4,1;251;7,5
26-01-2022 07:30:00;0;89;4,1;255;6,8
26-01-2022 07:00:00;0;90;4,1;250;6,6
26-01-2022 06:30:00;0;87;4,2;249;7,2
26-01-2022 06:00:00;0;89;4,3;252;6,9
26-01-2022 05:30:00;0;89;4,6;251;6,8
26-01-2022 05:00:00;0;88;5,00;250;6,3
26-01-2022 04:30:00;0;87;5,4;254;6,3
26-01-2022 04:00:00;0;91;5,4;253;5,9
26-01-2022 03:30:00;0;93;5,6;258;5,00
26-01-2022 03:00:00;0;93;5,8;258;3,8
26-01-2022 02:30:00;0;93;5,7;256;4,4
